university,fol_cnt,fan_cnt,wb_cnt,lvl,wb_cnt_since2015,ret_cnt,cmt_cnt,like_cnt
广东科技学院,70.75,2372.5,585.75,15.25,152.0,1.750896,0.905914,0.90233
广东科贸职业学院,290.666667,1896.666667,2211.333333,20.5,272.0,1.934272,0.850668,0.371668
广东职业技术学院,124.5,4624.0,859.0,13.0,49.0,5.135514,2.21729,0.241822
广东行政职业学院,494.9,2617.8,1457.7,18.5,179.0,3.178155,1.58641,0.663063
广东警官学院,253.5,2588.0,1838.5,19.5,223.0,2.298963,0.728,0.44237
广东财经大学,285.076923,5138.769231,1644.615385,17.692308,409.0,3.180703,1.311793,1.099891
广东轻工职业技术学院,364.0,3409.0,2434.0,21.857143,732.0,1.876599,0.67584,0.762993
广东邮电职业技术学院,77.0,102.5,75.0,9.0,29.0,5.087248,0.711409,1.744966
广东金融学院,363.222222,5166.444444,1016.777778,16.777778,112.0,4.463486,2.144818,0.57781
广东食品药品职业学院,521.416667,2567.75,1759.583333,21.333333,212.0,1.888911,1.348258,0.728085
广州中医药大学,393.8,4387.8,1881.7,21.9,280.0,3.19958,1.305425,0.653984
广州城市职业学院,355.4,5200.0,1832.0,18.2,217.0,1.703842,0.41416,0.180241
广州大学松田学院,312.9,3185.8,707.5,14.2,12.0,3.424784,1.914121,0.297839
广安职业技术学院,130.222222,504.333333,215.888889,11.777778,210.0,0.670455,0.670455,2.318698
广州体育职业技术学院,294.6,544.0,181.2,11.2,26.0,0.915273,2.036789,0.250836
广州体育学院,606.0,3115.0,3236.0,25.0,263.0,1.55245,0.763348,0.266332
广州医科大学,165.2,2640.2,802.0,14.8,88.0,2.463809,0.601386,0.590862
广州华商职业学院,87.75,877.25,242.0,8.25,28.0,1.326698,6.396956,0.225995
广州商学院,342.75,2336.375,1344.25,21.875,288.0,1.14154,0.443153,0.38429
广州城建职业学院,466.666667,5145.333333,1328.666667,20.333333,192.0,6.361016,2.833906,1.311822
广州大学,229.0,19338.0,2653.0,23.5,355.0,4.718516,0.7612,2.266679
广州工商学院,133.25,917.25,1132.75,16.25,74.0,1.431542,0.302146,0.238
广州康大职业技术学院,429.0,1887.5,991.0,17.5,177.0,5.501774,0.842879,0.299037
广州民航职业技术学院,308.5,7916.5,344.75,14.25,4.0,1.575221,1.082596,0.528024
广州涉外经济职业技术学院,81.666667,1617.0,797.666667,16.0,265.0,0.813345,7.899695,0.342782
广州现代信息工程职业技术学院,133.25,400.75,144.25,7.25,4.0,1.281362,1.485663,0.198925
广州珠江职业技术学院,45.0,456.0,168.0,12.0,52.0,0.898507,0.913433,1.38806
广州番禺职业技术学院,220.833333,3540.333333,1009.833333,17.5,258.0,1.935991,1.17648,0.51042
广州科技职业技术学院,288.333333,2277.5,613.166667,13.333333,43.0,2.679728,2.014422,0.60898
广州科技贸易职业学院,436.3,1244.3,1531.1,16.3,135.0,1.319205,0.513334,0.14872
广州航海学院,756.333333,1046.0,277.0,15.333333,15.0,14.843137,1.080882,0.515931
广州铁路职业技术学院,107.0,1913.0,213.5,11.5,18.0,2.061611,1.547393,0.353081
广西艺术学院,123.5,4014.125,818.25,17.25,301.0,1.230885,0.792786,1.907195
广西中医药大学,187.0,1196.333333,974.833333,21.0,282.0,1.094916,0.479737,1.121045
广西中医药大学赛恩斯新医药学院,33.8,669.2,57.4,8.6,17.0,10.042403,2.335689,0.540636
广西交通职业技术学院,606.0,1075.0,1133.0,22.0,308.0,0.90137,0.452055,0.83105
广西农业职业技术学院,143.5,644.25,466.0,13.75,37.0,1.165951,0.647691,0.509667
广西医科大学,198.333333,2018.111111,610.222222,15.222222,228.0,1.492588,0.858229,1.232231
广西卫生职业技术学院,128.0,459.0,303.0,13.75,125.0,0.855721,1.725539,2.902156
广西城市职业学院,0,0,0,0,0,0,0,0
广西培贤国际职业学院,151.0,115.0,56.0,7.0,27.0,0.381818,0.418182,0.854545
广西外国语学院,236.888889,2434.444444,609.777778,18.555556,144.0,1.151755,0.984589,1.940497
广西大学,459.4,28813.8,5769.8,27.8,2280.0,4.841329,2.625713,5.204249
广西大学行健文理学院,209.666667,1365.416667,1039.416667,18.083333,339.0,2.133703,0.982075,1.025372
广西工业职业技术学院,63.0,681.5,234.5,10.0,84.0,1.451613,0.402151,2.019355
广西工商职业技术学院,225.666667,687.0,420.333333,13.333333,215.0,0.477291,0.449402,2.493227
广西师范大学,649.0,11275.0,3525.875,25.875,980.0,3.456265,1.224815,3.093406
广西师范大学漓江学院,487.0,3607.0,2590.0,21.5,417.0,1.591231,0.673122,1.020842
广西师范学院,468.666667,2649.666667,2926.0,24.333333,1071.0,2.072834,1.044696,3.137575
广西幼儿师范高等专科学校,161.0,424.0,295.0,16.0,85.0,0.444828,0.224138,0.624138
广西建设职业技术学院,242.25,1124.0,1087.75,18.75,369.0,0.682236,0.547299,0.803727
广西机电职业技术学院,80.666667,1052.333333,208.0,13.333333,59.0,5.642628,1.078526,1.620192
广西民族大学,334.3,4751.6,3244.4,25.0,1006.0,2.022228,0.756722,1.832659
广西民族大学相思湖学院,232.4,1402.4,2102.7,19.6,618.0,1.151508,0.390958,1.866411
广西民族师范学院,154.666667,1785.333333,965.0,19.0,398.0,1.382659,0.510597,2.019268
广西水利电力职业技术学院,226.4,1722.4,2075.6,22.6,365.0,1.176488,0.69735,1.014139
广西现代职业技术学院,14.0,34.0,15.0,4.0,15.0,0.266667,0.0,0.666667
广西理工职业技术学院,54.666667,212.0,221.666667,8.333333,7.0,0.188822,0.510574,0.253776
广西生态工程职业技术学院,78.333333,4977.0,975.0,16.666667,308.0,0.335508,0.309409,0.658997
广西电力职业技术学院,209.0,708.0,391.0,12.0,180.0,0.830769,1.085897,2.178205
广西科技大学,241.6,2198.6,627.6,15.4,202.0,0.936194,0.489935,2.684011
广西科技大学鹿山学院,199.166667,965.833333,946.0,19.0,416.0,0.7102,0.9298,1.7214
广西科技师范学院,54.0,291.0,220.0,9.0,221.0,0.190045,0.253394,3.977376
广西经济职业学院,52.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0
广西经贸职业技术学院,158.0,561.5,196.5,12.5,108.0,1.514066,1.173913,1.255754
广西职业技术学院,199.5,1563.0,569.5,13.0,231.0,1.026786,0.598214,1.585938
广西财经学院,353.444444,4663.555556,1195.333333,21.777778,230.0,3.18598,1.720315,2.977229
广西金融职业技术学院,46.0,58.0,15.0,6.0,15.0,0.333333,0.066667,2.4
浙江广厦建设职业技术学院,234.125,3968.625,3487.0,24.25,1275.0,4.219625,2.740985,2.580718
沈阳航空航天大学,51.833333,2742.0,228.333333,8.0,78.0,1.436709,9.951741,0.389241
浙江长征职业技术学院,63.0,586.0,208.333333,11.833333,57.0,0.49359,0.80609,0.748397
重庆应用技术职业学院,95.0,113.666667,85.333333,8.666667,35.0,0.738095,0.178571,0.353175
廊坊东方职业技术学院,216.333333,2761.333333,152.333333,9.0,15.0,0.28266,0.244656,0.12114
延安大学西安创新学院,58.5,571.0,710.666667,11.0,444.0,0.193309,0.05948,0.517791
延安大学,189.666667,3286.5,674.833333,17.5,452.0,1.097807,0.94951,3.653491
沈阳建筑大学,112.2,1734.8,370.0,14.0,168.0,1.605756,2.070323,2.686397
江苏建筑职业技术学院,85.8,725.0,3125.6,11.4,3025.0,0.13611,0.08984,0.343423
开封大学,113.0,1300.2,697.8,12.8,529.0,4.030264,1.197852,3.118451
开封文化艺术职业学院,38.0,294.0,695.0,8.0,0.0,0.099711,0.046243,0.183526
福建农林大学金山学院,253.625,2638.75,2432.5,22.125,1171.0,1.582454,1.159421,1.767635
徐州医学院,76.333333,504.666667,452.0,12.333333,312.0,0.810854,0.209098,1.445331
徐州工业职业技术学院,123.777778,2186.111111,1303.888889,13.0,802.0,0.565404,0.421396,0.935882
徐州生物工程职业技术学院,300.0,991.0,305.0,10.0,186.0,1.447917,1.434028,2.642361
西安翻译学院,319.666667,7452.5,2097.666667,13.5,902.0,0.835908,0.391427,0.958835
德宏师范高等专科学校,38.0,639.0,21.0,2.0,1.0,0.055556,0.444444,1.388889
德州学院,203.142857,2083.714286,1064.142857,14.571429,517.0,2.348194,1.774407,4.126411
德州科技职业学院,38.0,634.0,145.0,7.0,62.0,0.409722,0.284722,0.173611
德州职业技术学院,43.0,1211.0,42.0,5.0,4.0,2.833333,1.97619,1.166667
徽商职业学院,0.0,157.0,26.0,4.0,26.0,0.153846,0.230769,1.576923
长春理工大学,96.25,4084.5,177.0,10.0,129.0,2.573446,2.139831,2.309322
通化师范学院,8.692308,50.384615,25.692308,1.153846,5.0,1.738739,0.276276,0.342342
忻州师范学院,77.142857,614.142857,541.857143,12.714286,517.0,6.874733,1.429904,6.644456
忻州职业技术学院,105.0,534.0,123.0,14.0,105.0,9.292683,11.658537,4.626016
怀化学院,151.0,1973.0,1614.333333,17.666667,974.0,1.773292,0.274363,2.218248
西安思源学院,215.4,1072.8,358.2,5.4,57.0,0.329713,0.364624,0.207913
恩施职业技术学院,203.0,975.0,965.0,18.0,239.0,0.328141,0.193146,0.929387
惠州卫生职业技术学院,62.0,1198.5,2064.0,16.5,152.0,0.50919,0.162097,0.194938
惠州学院,407.25,3232.0,1908.25,22.25,185.0,2.470131,0.605659,0.657951
惠州经济职业技术学院,231.285714,1227.0,573.142857,14.714286,52.0,1.382807,0.602807,0.487368
成都信息工程大学银杏酒店管理学院,377.666667,4458.333333,851.666667,19.666667,464.0,1.52165,1.003676,4.089869
郑州成功财经学院,457.714286,2224.857143,1532.357143,20.857143,917.0,1.125645,1.039285,4.695135
成都医学院,298.5,1963.0,1814.833333,21.5,1284.0,1.368041,1.598254,4.029293
成都工业职业技术学院,36.0,47.0,163.0,9.0,162.0,0.166667,0.030864,0.635802
成都职业技术学院,146.6,2785.2,961.2,19.2,629.0,0.931172,1.738075,5.3659
成都航空职业技术学院,219.777778,1828.0,1077.333333,20.333333,518.0,1.205283,2.044661,5.00929
成都东软学院,162.333333,1716.555556,824.666667,21.222222,546.0,2.747947,3.293651,5.730843
成都中医药大学,330.692308,3725.153846,1680.0,21.923077,830.0,5.826645,2.3399,4.805633
成都体育学院,120.8,1169.8,1199.6,19.0,619.0,0.77557,0.491887,2.170283
成都工业学院,169.0,854.333333,733.75,18.25,399.0,0.890973,1.457864,3.994624
成都工贸职业技术学院,52.8,228.2,272.2,8.4,270.0,0.634074,0.633333,5.774074
成都师范学院,213.5,2799.75,1750.75,23.875,1119.0,2.772411,2.166618,8.270601
成都文理学院,198.333333,3614.222222,1836.0,22.0,1000.0,1.606976,1.770726,3.293616
成都理工大学,316.3,5388.3,2542.0,25.1,1126.0,2.41594,2.219362,5.85725
成都纺织高等专科学校,210.875,2293.5,1563.125,18.25,499.0,1.190222,1.874844,4.248089
正德职业技术学院,88.0,145.0,11.0,3.0,1.0,0.0,0.090909,1.363636
扬州中瑞酒店职业学院,29.0,40.0,46.0,4.0,2.0,0.087912,0.076923,0.340659
扬州大学,420.5,6865.6,2646.2,23.0,711.0,1.938835,0.887746,2.038731
扬州大学广陵学院,79.0,116.0,196.0,12.0,9.0,0.219388,0.438776,0.561224
扬州工业职业技术学院,171.666667,1916.666667,865.666667,12.0,190.0,1.746163,0.534829,2.302834
扬州市职业大学,234.0,1604.666667,1403.222222,15.555556,308.0,2.345264,0.995814,1.81447
扬州环境资源职业技术学院,90.0,847.0,559.0,12.0,0.0,0.796657,0.818942,0.178273
承德医学院,65.666667,1094.666667,596.666667,12.0,183.0,0.531092,0.284034,1.065546
承德护理职业学院,40.0,233.0,47.0,4.0,0.0,0.425532,0.276596,0.702128
承德石油高等专科学校,25.0,7.0,5.0,4.0,5.0,0.0,0.0,0.6
揭阳职业技术学院,127.333333,7311.333333,1477.333333,17.666667,295.0,3.12799,0.736387,0.994911
攀枝花学院,311.0,6485.636364,1883.909091,20.0,928.0,0.943764,1.28158,2.978631
青岛职业技术学院,64.75,527.5,883.25,10.25,388.0,0.367085,0.204844,0.475635
文华学院,188.571429,1461.285714,2544.714286,18.857143,1041.0,0.480523,0.496832,1.413645
牡丹江师范学院,7.8,376.6,6.0,0.8,0.0,1.666667,1.1,1.1
文山学院,168.0,851.0,888.0,19.0,548.0,1.303612,0.331828,2.244921
河南机电高等专科学校,167.333333,981.0,356.0,8.666667,153.0,2.252354,2.381356,6.678908
河南师范大学,583.428571,6373.357143,4033.785714,24.285714,2034.0,3.215506,1.242696,6.101796
中国石油大学胜利学院,41.0,150.5,115.0,4.833333,101.0,0.193033,0.12627,1.062409
广东文理职业学院,154.0,2927.0,958.0,22.0,34.0,3.331551,2.041444,0.459893
新乡医学院,124.0,13446.0,1688.0,23.0,354.0,2.03193,1.57402,4.465167
新乡学院,304.166667,6184.166667,3149.666667,23.5,1413.0,20.555206,5.783568,4.877766
新乡职业技术学院,155.5,817.5,522.5,11.0,196.0,0.393474,0.24952,0.809981
新余学院,268.3,2337.4,1351.4,19.5,600.0,1.670028,1.37628,5.173441
新疆医科大学,197.75,5115.0,471.375,13.375,128.0,1.022082,0.411041,0.932177
新疆大学科学技术学院,311.0,343.5,182.0,10.5,16.0,0.201646,0.057613,0.27572
新疆交通职业技术学院,49.0,1396.0,110.0,4.0,0.0,0.678899,0.513761,0.110092
新疆农业大学,210.818182,2531.636364,1110.454545,15.818182,237.0,2.751185,0.86678,1.614476
新疆农业大学科学技术学院,92.0,243.0,113.5,7.0,49.0,1.558376,1.040609,0.639594
新疆大学,955.25,12051.75,2730.75,22.25,939.0,1.654545,0.73611,1.51874
新疆天山职业技术学院,129.0,1366.0,97.0,9.0,0,0,0,0
新疆工程学院,37.0,2435.0,79.0,11.0,5.0,1.759494,1.797468,0.924051
新疆师范大学,234.3,2383.3,736.6,18.2,241.0,1.060301,0.689624,2.006015
新疆师范高等专科学校,59.0,432.0,16.0,4.0,6.0,6.6,9.4,5.866667
新疆应用职业技术学院,126.0,297.0,263.0,12.0,64.0,0.413793,0.130268,0.747126
新疆石河子职业技术学院,107.0,843.5,135.5,6.5,75.0,2.357143,0.593985,4.898496
新疆科技职业技术学院,63.0,15.0,8.0,6.0,8.0,0.0,0.5,1.0
新疆维吾尔医学专科学校,125.0,493.0,129.0,6.0,3.0,0.589147,0.224806,0.069767
新疆职业大学,431.0,1269.0,492.0,10.0,0.0,0.193878,0.196429,0.0
新疆能源职业技术学院,27.0,4599.0,29.0,3.0,0.0,0.333333,0.148148,0.333333
新疆艺术学院,171.666667,645.333333,319.666667,13.333333,100.0,1.142857,1.373626,1.792255
新疆警察学院,546.0,4027.0,1036.0,22.0,352.0,3.592843,3.103482,6.597679
新疆财经大学,322.625,7231.625,1158.25,17.375,251.0,1.267308,0.464367,1.674887
新疆铁道职业技术学院,77.0,698.75,245.75,11.5,240.0,0.254082,0.247959,1.944898
河南科技学院新科学院,30.0,554.0,2.0,0.0,0.0,16.0,18.5,6.5
江西新能源科技职业学院,154.2,653.2,1013.4,14.4,671.0,1.081225,1.128063,2.341304
湖北国土资源职业学院,84.0,188.5,149.5,5.25,58.0,0.264654,0.360568,0.653641
榆林学院,281.230769,1906.076923,1178.692308,20.307692,610.0,1.385518,1.054933,3.155434
肇庆学院,252.0,3716.444444,895.222222,17.0,123.0,5.510759,1.399773,1.190638
无锡南洋职业技术学院,85.333333,734.666667,251.0,9.333333,26.0,0.953457,0.581117,0.586436
无锡商业职业技术学院,120.666667,1067.0,656.333333,8.333333,345.0,0.427916,0.418237,2.856852
无锡城市职业技术学院,81.333333,664.333333,841.666667,11.333333,204.0,0.376092,0.211279,0.479349
无锡太湖学院,73.333333,750.0,278.0,11.0,177.0,0.636145,0.674699,2.492771
无锡工艺职业技术学院,197.0,1464.0,1668.0,22.0,942.0,0.321809,0.284574,3.355718
无锡科技职业学院,48.6,692.4,151.0,10.4,70.0,1.101987,1.170861,1.72053
无锡职业技术学院,129.666667,937.666667,597.0,13.666667,502.0,0.426009,0.453475,2.109865
日照职业技术学院,143.0,4599.5,1117.0,16.5,1019.0,0.946637,4.695516,9.058296
昆明医科大学海源学院,17.0,92.0,44.0,4.0,35.0,0.068182,0.409091,0.25
昆明医科大学,79.375,1300.25,719.0,14.375,211.0,1.223116,0.611645,1.970624
昆山杜克大学,259.0,33011.0,1007.0,22.0,283.0,33.067797,11.939182,1.932203
昆山登云科技职业学院,121.0,368.0,59.0,4.0,0.0,0.627119,0.881356,0.508475
昆明冶金高等专科学校,81.0,1493.5,567.5,12.25,138.0,1.143676,0.266637,1.1829
昆明卫生职业学院,46.0,273.0,24.0,4.0,0.0,0.043478,1.391304,2.26087
昆明学院,139.0,1353.666667,1575.0,17.666667,1184.0,1.039711,0.277341,3.204714
昆明工业职业技术学院,26.0,59.0,85.0,13.0,60.0,0.011765,0.011765,0.070588
昆明理工大学,178.375,3831.625,2026.875,19.625,763.0,2.624465,1.413246,4.340531
昆明艺术职业学院,279.0,1136.0,437.0,15.0,9.0,1.059633,0.729358,0.146789
昌吉学院,217.909091,1068.181818,1514.636364,20.363636,596.0,0.710968,0.223731,1.26872
昌吉职业技术学院,22.0,11.0,47.0,9.0,47.0,0.021277,0.06383,1.404255
西北工业大学明德学院,162.666667,719.888889,766.444444,14.888889,374.0,0.716493,0.349908,1.687882
星海音乐学院,155.75,7079.5,705.75,19.25,122.0,4.86672,1.528758,1.330424
昭通学院,66.0,116.5,83.0,9.5,21.0,1.487342,0.898734,0.158228
晋中学院,75.0,1438.333333,105.333333,7.0,4.0,1.348243,1.035144,0.833866
晋中职业技术学院,33.333333,149.333333,14.666667,2.0,0.0,1.046512,1.023256,0.139535
潮汕职业技术学院,308.5,17468.583333,1007.75,14.833333,461.0,1.645863,0.501307,0.494729
普洱学院,123.5,238.0,286.5,8.0,286.0,0.256545,0.150087,5.420593
景德镇学院,223.0,1372.0,1947.0,22.0,441.0,0.595165,0.701646,2.261831
景德镇陶瓷学院,192.25,4471.5,1752.5,23.5,896.0,2.611716,0.556373,3.167354
景德镇陶瓷学院科技艺术学院,473.0,3645.5,1994.5,21.5,468.0,1.72873,1.87458,1.480734
景德镇陶瓷职业技术学院,11.0,29.0,127.0,4.0,127.0,0.062992,0.023622,0.456693
暨南大学,404.5,15334.214286,3037.857143,21.285714,284.0,5.643204,2.299261,1.814431
浙江农林大学暨阳学院,138.5,807.5,494.0,16.5,65.0,0.579162,0.363636,1.14096
曲靖师范学院,150.5,984.0,1438.5,14.5,846.0,0.349234,0.091574,0.636838
曲阜师范大学,376.166667,2787.916667,1955.666667,18.5,1353.0,1.182009,1.495074,7.039718
曲靖医学高等专科学校,83.0,155.0,90.0,8.0,52.0,0.397727,0.170455,0.738636
江西服装学院,160.769231,2681.0,951.461538,16.384615,492.0,2.261854,1.527741,4.214932
朝阳师范高等专科学校,24.5,621.0,61.0,4.5,49.0,8.785714,2.857143,6.795918
沈阳工学院,60.0,17.0,9.0,4.0,9.0,0.0,0.0,0.0
巴音郭楞职业技术学院,71.0,13.0,95.0,6.0,24.0,0.0,0.042105,0.010526
黑龙江工程学院,429.888889,2157.333333,390.777778,13.777778,42.0,2.06986,0.934132,0.63302
河南工业职业技术学院,263.5,756.5,659.625,14.25,302.0,2.165472,0.453207,1.621004
杨凌职业技术学院,31.0,2036.0,83.0,12.0,52.0,1.506024,1.86747,6.795181
浙江工商大学杭州商学院,182.333333,1653.666667,1256.777778,17.333333,249.0,1.341035,0.962613,1.752388
杭州万向职业技术学院,87.5,672.0,327.0,12.0,52.0,0.847926,0.635945,0.886329
杭州师范大学钱江学院,143.0,785.285714,621.285714,11.857143,55.0,4.59654,2.131257,0.530796
杭州电子科技大学,194.888889,2677.555556,1147.888889,16.0,94.0,1.473246,0.908565,0.948452
杭州科技职业技术学院,109.8,1950.6,420.8,16.4,120.0,4.117902,1.449952,1.37873
广州松田职业学院,577.5,2654.5,874.0,17.5,13.0,6.032609,1.233982,0.058352
河南林业职业学院,62.5,250.0,159.0,6.5,91.0,0.379747,0.93038,0.806962
枣庄学院,43.0,915.0,371.5,16.0,339.0,0.510811,0.466216,2.366216
枣庄科技职业学院,64.0,364.0,184.0,9.0,184.0,5.217391,7.586957,3.429348
柳州城市职业学院,146.333333,622.333333,550.666667,7.666667,19.0,0.48236,0.245742,0.868005
柳州职业技术学院,325.375,906.75,1355.625,17.625,114.0,0.787952,0.414298,0.349888
柳州铁道职业技术学院,87.5,911.5,781.0,12.0,103.0,0.763462,0.26859,0.758974
湖南师范大学树达学院,350.666667,1278.333333,2353.0,22.333333,418.0,0.726539,0.367306,0.773822
桂林医学院,149.888889,1118.666667,1149.777778,20.444444,848.0,1.023145,1.009297,3.451094
桂林师范高等专科学校,442.75,1722.0,1030.5,15.75,244.0,0.868383,0.81933,1.351141
桂林旅游学院,398.0,1896.2,1264.2,20.2,519.0,1.015855,1.027747,1.252735
桂林理工大学,569.666667,4071.583333,2382.75,22.083333,486.0,1.65831,1.007371,1.804495
桂林电子科技大学,273.2,4619.2,1259.0,16.4,164.0,2.049973,0.816468,0.686111
桂林航天工业学院,146.666667,1392.555556,793.0,17.666667,357.0,1.008542,0.599298,3.790116
桂林电子科技大学信息科技学院,243.333333,1374.333333,532.333333,19.0,117.0,0.773679,0.565118,1.136612
桐城师范高等专科学校,0,0,0,0,0,0,0,0
福州黎明职业技术学院,628.666667,2931.666667,1396.333333,19.333333,411.0,0.858579,1.471405,0.625748
楚雄医药高等专科学校,174.0,111.0,162.0,13.0,162.0,0.283951,0.098765,1.265432
楚雄师范学院,56.0,414.0,12.0,3.0,0.0,0.166667,1.166667,0.416667
榆林职业技术学院,70.333333,164.666667,128.0,9.333333,86.0,0.315927,0.342037,1.684073
武汉体育学院,208.0,1693.272727,2031.090909,20.181818,394.0,1.058348,0.624478,1.132672
武汉体育学院体育科技学院,196.5,1266.5,1177.0,21.5,601.0,0.882303,1.045203,2.958209
武汉信息传播职业技术学院,124.625,364.875,351.25,11.625,105.0,0.403295,0.533668,0.905086
武汉城市职业学院,312.857143,643.285714,277.428571,13.571429,45.0,1.111628,1.086305,2.009819
武夷学院,406.166667,2548.75,1427.083333,20.166667,307.0,1.995922,0.636482,0.793593
武夷山职业学院,34.0,42.0,21.0,4.0,21.0,0.285714,0.428571,1.333333
武威职业学院,86.75,1200.25,672.0,11.0,532.0,7.657345,0.714019,19.491051
武汉工程大学邮电与信息工程学院,336.5,1268.5,1917.5,24.0,804.0,2.880089,0.749582,2.387619
武昌工学院,94.833333,652.0,577.666667,16.666667,277.0,0.617071,0.726396,2.857059
武昌理工学院,498.916667,8091.333333,3766.333333,24.75,1094.0,3.974732,2.29237,3.932723
武昌职业学院,291.411765,728.882353,755.588235,18.352941,196.0,0.968872,0.986157,1.355154
武昌首义学院,97.666667,2023.666667,566.333333,17.666667,354.0,0.671589,1.088009,2.671589
武汉东湖学院,256.636364,2035.636364,2791.636364,23.181818,1231.0,0.817677,0.779401,1.125125
武汉交通职业学院,235.0,1880.833333,887.666667,18.333333,363.0,1.381264,0.898,2.603486
武汉商学院,72.5,1759.166667,480.166667,14.0,228.0,1.665832,1.988193,6.992844
武汉商贸职业学院,180.428571,1176.285714,576.857143,16.0,132.0,2.16795,1.653416,2.441988
武汉工业职业技术学院,151.0,1864.0,723.0,21.0,60.0,1.698192,8.453408,1.641168
武汉大学,506.4,80762.5,3701.5,23.1,1032.0,35.731397,9.740557,24.254051
武汉大学珞珈学院,259.285714,1290.142857,372.428571,17.0,137.0,2.000773,2.343255,1.995361
武汉学院,142.0,38187.0,2436.0,26.0,366.0,3.242088,4.721332,4.398685
武汉工商学院,302.142857,2674.285714,1175.857143,20.142857,401.0,1.552298,1.530368,3.080572
武汉工程大学,288.2,4385.6,1044.8,21.2,305.0,2.638655,2.026743,3.563876
武汉工程科技学院,224.166667,6181.333333,1445.0,20.833333,507.0,0.803448,0.905751,1.451239
武汉工程职业技术学院,72.0,329.0,513.5,11.0,234.0,0.171065,0.172043,0.117302
武汉民政职业学院,68.666667,229.833333,89.5,7.333333,24.0,0.885338,0.706767,1.054511
武汉理工大学,471.727273,18913.818182,4487.363636,24.454545,1292.0,9.087304,3.25544,6.112941
武汉生物工程学院,251.714286,3397.0,1310.571429,16.285714,710.0,1.851545,1.887259,5.391514
武汉科技大学,238.8,8076.8,1667.4,16.6,622.0,3.761498,2.280712,5.473954
武汉纺织大学,259.0,6697.857143,2826.285714,24.0,894.0,2.47706,1.695443,3.544199
武汉纺织大学外经贸学院,223.75,1223.25,1520.5,16.25,590.0,0.729558,0.679122,2.527815
武汉职业技术学院,138.5,2202.0,296.0,15.166667,125.0,1.443939,1.730222,4.247581
武汉航海职业技术学院,183.5,314.0,124.5,5.0,0.0,1.141129,1.725806,1.443548
武汉船舶职业技术学院,179.0,1452.666667,887.333333,18.333333,403.0,0.634146,1.464634,1.686179
武汉警官职业学院,18.0,1731.0,81.0,4.0,0.0,1.555556,1.382716,0.271605
武汉设计工程学院,563.666667,2022.666667,1617.0,22.333333,491.0,0.990291,0.938793,2.322288
武汉软件工程职业学院,140.666667,1492.666667,476.333333,13.666667,187.0,1.82493,2.943978,9.371849
武汉轻工大学,176.25,874.25,585.125,15.125,173.0,1.520713,0.912213,1.613866
武汉铁路职业技术学院,296.0,664.0,740.333333,16.666667,625.0,0.585135,0.456757,3.471171
长江职业学院,372.444444,3034.222222,3261.777778,22.111111,487.0,1.480899,1.112225,1.096383
武汉音乐学院,183.090909,1297.0,409.636364,13.909091,39.0,3.378621,0.812644,1.109655
民办安徽旅游职业学院,454.0,365.0,97.0,6.0,0.0,0.556701,0.762887,0.030928
福建水利电力职业技术学院,188.888889,1032.888889,2124.777778,19.555556,1497.0,1.495551,0.47024,1.262482
永州职业技术学院,84.0,780.0,199.0,11.0,36.0,1.18593,0.864322,0.79397
贵州师范大学求是学院,311.25,1276.625,1365.625,21.375,581.0,2.621761,0.808944,2.43089
汉中职业技术学院,89.0,709.0,28.0,6.0,0.0,1.142857,0.785714,1.0
汉口学院,258.071429,4385.214286,1283.5,20.071429,502.0,1.534762,1.397851,1.948194
汕头大学,335.333333,5293.916667,1567.583333,18.0,172.0,5.218414,1.422911,0.978934
汕头职业技术学院,345.5,3193.75,1902.25,22.75,511.0,2.167413,0.52226,0.497629
江西信息应用职业技术学院,547.0,4003.0,992.0,19.0,188.0,2.971689,2.929221,1.753286
江南大学,313.545455,7160.636364,1981.909091,21.818182,940.0,3.180402,1.207527,4.620686
江南影视艺术职业学院,450.0,947.5,820.0,13.0,293.0,0.407204,0.384005,0.8779
江汉大学文理学院,156.857143,740.285714,482.714286,18.142857,111.0,0.80303,1.24896,2.142602
江汉大学,673.166667,5665.333333,5228.5,24.833333,1017.0,1.352199,0.840446,1.573403
江汉艺术职业学院,127.0,2583.0,212.0,9.0,0.0,1.495283,1.698113,0.221698
江海职业技术学院,4.0,141.0,35.0,4.0,16.0,0.085714,0.314286,0.685714
江苏理工学院,219.75,1949.75,996.625,13.125,619.0,1.920596,1.404155,4.924675
江西理工大学应用科学学院,250.25,854.375,1093.125,15.75,313.0,1.066907,0.329998,0.803817
江苏科技大学,202.909091,1512.0,746.636364,15.272727,208.0,1.627649,0.848915,0.831962
江门职业技术学院,471.125,1167.125,227.625,9.5,11.0,3.141693,5.541693,0.436991
江苏农林职业技术学院,438.2,813.6,1020.4,16.2,351.0,0.863573,0.481063,1.536784
江苏农牧科技职业学院,68.5,1615.5,412.5,9.0,204.0,0.275152,0.187879,0.997576
江苏商贸职业学院,127.25,524.0,258.25,13.0,168.0,0.325919,0.291103,3.548356
江苏城乡建设职业学院,84.0,221.0,136.5,9.5,125.0,0.069853,0.213235,1.011029
江苏城市职业学院,112.0,809.75,827.75,14.0,242.0,0.602127,1.140444,1.554582
江苏大学,317.4,13188.2,4145.0,23.8,864.0,2.397233,0.84743,1.86213
江苏大学京江学院,169.5,999.0,3499.5,18.5,2513.0,0.192959,0.082634,0.695831
