university,salary_grad5y,loc_per,male_per,ave_salary
湖北工业职业技术学院,4793,16,74,4206.0
广东工贸职业技术学院,4793,64,54,4911.0
广州民航职业技术学院,4796,41,57,4810.0
无锡南洋职业技术学院,4797,24,58,3602.0
江西工业职业技术学院,4797,25,60,4682.0
郴州职业技术学院,4798,27,50,4585.0
江西应用技术职业学院,4804,25,66,4395.0
上海中侨职业技术学院,4809,94,43,4906.0
义乌工商职业技术学院,4809,34,42,3518.0
上海行健职业学院,4851,96,33,4199.0
上海东海职业技术学院,4851,95,48,4859.0
北京电子科技职业学院,4851,96,50,5072.0
炎黄职业技术学院,4857,22,62,3483.0
茂名职业技术学院,4857,35,59,4585.0
保定电力职业技术学院,4857,38,74,-1
安徽农业大学,5396,42,57,7086.0
四川农业大学,4912,59,53,6116.0
燕山大学,6767,36,56,8615.0
湖南中医药大学,6062,36,46,7987.0
北京服装学院,7160,75,25,8473.0
长江大学,5629,18,57,7615.0
天津工业大学,6072,45,52,7698.0
黑龙江大学,5659,29,42,7648.0
重庆邮电大学,6768,38,60,8308.0
浙江理工大学,6777,58,51,7913.0
太原理工大学,6159,23,65,8097.0
温州大学,5885,32,56,6520.0
山东科技大学,5414,23,63,7634.0
杭州电子科技大学,7732,57,66,9234.0
武汉工业职业技术学院,4857,38,71,5384.0
长沙航空职业技术学院,4863,23,66,4961.0
苏州工业园区职业技术学院,4863,68,58,4326.0
邵阳职业技术学院,4863,34,43,3881.0
广州南洋理工职业学院,4863,58,58,4406.0
揭阳职业技术学院,4869,29,38,-1
淮南联合大学,4869,20,52,4111.0
宁波职业技术学院,4869,52,46,4644.0
江西现代职业技术学院,4869,22,69,5195.0
北京工业职业技术学院,4869,89,58,5639.0
江苏建筑职业技术学院,4869,16,64,4835.0
开封大学,4869,27,49,5611.0
河南建筑职业技术学院,4869,69,69,4610.0
南方医科大学,6768,52,45,6858.0
张家界航空工业职业技术学院,4869,18,61,4495.0
江西师范大学,6212,19,50,8604.0
大连海事大学,7638,22,68,9258.0
天津财经大学,6692,56,34,7879.0
中国人民公安大学,5599,46,53,5228.0
安徽医科大学,6131,33,62,6724.0
中国青年政治学院,7554,66,38,7606.0
中国矿业大学北京,7541,65,67,9384.0
江苏大学,6302,17,59,7996.0
广西师范大学,4722,18,38,5825.0
上海理工大学,8603,85,53,10505.0
贵州大学,5821,29,64,7410.0
宁波大学,6538,40,48,8191.0
天津美术学院,6790,37,37,7130.0
长安大学,6767,26,67,7774.0
南京邮电大学,7846,39,68,8929.0
首都经济贸易大学,7838,90,36,9743.0
西安外国语大学,5802,44,20,7609.0
上海工艺美术职业学院,4878,92,41,4444.0
北京科技大学,7983,65,57,10194.0
湖南交通工程学院,4891,33,47,4132.0
北京经济技术职业学院,4923,85,46,4636.0
滁州职业技术学院,4929,19,59,4890.0
南京医科大学,5915,40,38,5696.0
南京农业大学,5947,32,49,7445.0
四川美术学院,6202,38,34,6275.0
北京工商大学,7544,78,38,8782.0
中国药科大学,6381,20,37,7773.0
外交学院,10310,84,32,10417.0
东北财经大学,5629,36,32,7238.0
北京体育大学,6170,69,47,7606.0
华中农业大学,5708,30,52,8040.0
福建师范大学,5256,42,46,6337.0
江西财经大学,7138,18,48,8870.0
海南大学,6041,16,51,8385.0
北京语言大学,7358,67,23,8649.0
上海海事大学,8291,78,57,10185.0
华侨大学,6790,20,52,8698.0
浙江工业大学,6940,62,58,9394.0
华东政法大学,8415,83,32,9295.0
广州大学,5852,79,49,8339.0
北京培黎职业学院,4939,84,43,4912.0
浙江工业职业技术学院,4989,43,67,-1
湖北城市建设职业技术学院,4989,52,62,5150.0
四川水利职业技术学院,4989,68,68,4841.0
北京经贸职业学院,4989,79,40,4813.0
黎明职业大学,4989,41,54,-1
广东轻工职业技术学院,4989,62,54,5939.0
广东水利电力职业技术学院,4991,57,74,4293.0
沙洲职业工学院,4995,52,54,-1
九州职业技术学院,4997,20,56,-1
上海立达职业技术学院,4997,95,47,4012.0
武汉船舶职业技术学院,4998,30,72,5856.0
江西工业工程职业技术学院,4998,22,65,4356.0
湘潭大学,6692,20,49,8565.0
哈尔滨工程大学,7810,20,75,8974.0
中国石油大学华东,6177,14,66,7711.0
国际关系学院,9261,63,63,8582.0
山东师范大学,4990,36,40,5960.0
辽宁大学,4994,45,34,6732.0
扬州大学,5723,17,49,7861.0
中国石油大学北京,7155,58,65,8217.0
广西大学,5524,28,56,6874.0
合肥工业大学,6825,18,74,8538.0
广东外语外贸大学,8167,60,31,9971.0
南京艺术学院,6021,50,36,6280.0
武汉科技大学,6072,32,61,8506.0
西南政法大学,6062,34,40,7143.0
青岛大学,5375,51,46,6897.0
江南大学,6222,30,48,8456.0
邢台职业技术学院,4998,38,52,5425.0
北京交通大学,8688,66,53,10904.0
景德镇学院,4999,20,46,4594.0
广西建设职业技术学院,5009,41,63,-1
金华职业技术学院,5009,34,48,4720.0
湖南交通职业技术学院,5009,47,53,5901.0
首钢工学院,5068,97,49,4536.0
池州职业技术学院,5069,26,42,-1
福州大学,6692,36,54,7879.0
浙江工商大学,6926,56,40,8834.0
上海音乐学院,7276,77,33,7500.0
华南农业大学,6767,61,51,8300.0
陕西师范大学,4870,36,38,6292.0
河北大学,5987,45,43,9062.0
北京林业大学,6993,67,36,9501.0
广州美术学院,8192,67,49,8170.0
中国海洋大学,5908,38,47,8376.0
河海大学,6940,27,60,8609.0
云南大学,5554,37,47,9339.0
北京化工大学,7991,64,58,9644.0
对外经济贸易大学,9369,71,29,14489.0
南京理工大学,7322,27,63,9418.0
湖南师范大学,5674,36,38,7698.0
中南财经政法大学,6120,34,38,8312.0
上海师范大学,7538,94,37,9068.0
长江工程职业技术学院,5118,32,84,4347.0
九江职业技术学院,5118,23,72,4994.0
安徽工业职业技术学院,5129,24,66,4449.0
浙江金融职业学院,5131,64,33,-1
北京中医药大学,6072,64,38,6276.0
北京青年政治学院,5138,93,38,5663.0
温州职业技术学院,5145,34,53,4784.0
北京工业大学,8173,90,49,10211.0
中国地质大学北京,7538,62,58,9196.0
南昌大学,6767,17,61,8703.0
西安电子科技大学,7838,26,75,10266.0
河南大学,5674,24,51,8720.0
西南财经大学,6958,42,37,9338.0
中国地质大学武汉,6525,26,61,8571.0
东华大学,8646,81,40,10862.0
华东理工大学,8736,82,55,10699.0
华南师范大学,6756,60,41,8377.0
南京航空航天大学,7404,31,63,8836.0
东北师范大学,5674,24,35,8449.0
中国矿业大学,6940,15,68,8821.0
中央民族大学,7138,70,33,8875.0
西北工业大学,7541,25,77,8665.0
上海外国语大学,10453,85,22,13700.0
西南交通大学,6692,37,67,9829.0
南京师范大学,5902,44,37,7302.0
苏州大学,6072,50,48,8136.0
苏州工艺美术职业技术学院,5145,52,38,5308.0
江西机电职业技术学院,5194,23,93,4755.0
北京吉利学院,5258,69,52,5680.0
陕西铁路工程职业技术学院,5258,46,77,5145.0
甘肃建筑职业技术学院,5258,44,74,4129.0
上海海事职业技术学院,5258,91,46,4366.0
台州职业技术学院,5258,31,55,-1
浙江交通职业技术学院,5265,56,72,3803.0
首都师范大学,6362,89,32,8417.0
浙江机电职业技术学院,5285,66,71,4975.0
武汉理工大学,6390,30,67,8157.0
上海戏剧学院,7442,76,44,8206.0
华中师范大学,5351,37,40,6907.0
深圳大学,8025,84,53,9915.0
东北大学,6548,26,60,8807.0
兰州大学,6241,16,56,8883.0
中央美术学院,8256,78,44,8511.0
大连理工大学,8111,30,69,10130.0
西南大学,5396,37,54,7268.0
中国医科大学,5449,39,38,5322.0
北京邮电大学,10300,65,63,12114.0
湖南大学,7541,17,56,10618.0
哈尔滨铁道职业技术学院,5398,29,67,5118.0
上海工商外国语职业学院,5398,95,28,4896.0
深圳职业技术学院,5405,89,53,5861.0
重庆大学,6993,34,65,10002.0
中央戏剧学院,8222,75,40,9063.0
上海财经大学,11442,82,37,15460.0
北京外国语大学,9840,69,31,13524.0
九江职业大学,5692,21,49,5532.0
湖南工艺美术职业学院,5802,27,36,6838.0
江西建设职业技术学院,5843,24,84,4890.0
黑龙江建筑职业技术学院,5843,44,60,6267.0
浙江广厦建设职业技术学院,5847,43,62,-1
四川建筑职业技术学院,6380,61,69,7210.0
浙江建设职业技术学院,7154,62,64,7084.0
中南大学,7546,17,63,9163.0
北京电影学院,8401,80,57,10190.0
四川大学,6777,41,59,8466.0
山东大学,6790,22,56,8934.0
南开大学,7584,36,48,10594.0
厦门大学,8358,28,49,10607.0
北京师范大学,7358,60,43,9644.0
南京大学,8813,32,52,11306.0
同济大学,10180,78,58,14638.0
上海交通大学,11235,82,63,14199.0
浙江大学,9876,37,65,13724.0
中山大学,9369,55,47,12986.0
中国人民大学,10132,71,41,14842.0
复旦大学,11848,84,42,17622.0
北京大学,11314,65,47,15636.0
清华大学,12807,62,62,16374.0
